"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00024233","2007-11","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","3.41",",,,W","1021.3",",,,W","1004.6",",,,W","5.31",",,,W","3.2",",W","99.5","0","0.0",",0","17",",0","8",",0","1",",0","","","","","0",",0","3",",0","0",",0","0",",0","0",",0","20","","4","","20071123",",,0","","","","","","","20071115",",,0","20071103",",,0","-1.7",",0,23,","","","","","27.7",",,0,15,","14.4",",0,03,","709.1","0","344.6",",0","94.3",",,,0","","","80",",,,W","64",",,,W","94",",,,W","","","6.85",",0","9.69",",,,0","4.00",",,,0","","","","","190",",X","190",",X","","","","","","","16.1",",X","21.0",",X","","","",""
"USW00024233","2007-12","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","1.48",",,,W","1018.2",",,,W","1001.5",",,,W","3.16",",,,W","4.2",",W","99.5","0","0.0",",0","20",",0","13",",0","2",",0","","","","","0",",0","6",",0","0",",0","0",",0","0",",0","21","","2","","20071209","+,,0","","","","","","","20071203",",,0","20071203",",,0","-2.2",",0,09,+","","","","","95.8",",,0,03,","15.0",",0,03,","1143.3","0","434.2",",0","230.7",",,,0","","","82",",,,W","69",",,,W","92",",,,W","","","4.33",",0","6.45",",,,0","2.20",",,,0","","","","","180",",X","180",",X","","","","","","","14.3",",X","21.5",",X","","","",""
"USW00024233","2008-01","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","-1.07",",,,W","1014.6",",,,W","997.9",",,,W","1.92",",,,W","4.0",",W","0.0","0","0.0",",0","19",",0","15",",0","0",",0","","","","","0",",0","8",",0","0",",0","0",",0","0",",0","17","","1","","20080125","+,,0","","","","","","","20080110",",,0","20080104",",,0","-3.9",",0,25,+","","","","","15.7",",,0,10,","11.7",",0,04,","1596.2","0","452.9",",0","108.4",",,,0","","","74",",,,W","60",",,,W","86",",,,W","","","3.72",",0","6.45",",,,0","0.99",",,,0","","","","","190",",X","170",",X","","","","","","","16.1",",X","21.0",",X","","","",""
"USW00024233","2008-02","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","2.74",",,,W","1018.9",",,,W","1002.1",",,,W","4.71",",,,W","3.6",",W","0.0","0","0.0",",0","12",",0","5",",0","0",",0","","","","","0",",0","1",",0","0",",0","0",",0","0",",0","18","","3","","20080204",",,0","","","","","","","20080208",",,0","20080229","+,,0","-0.6",",0,04,","","","","","8.6",",,0,08,","14.4",",0,29,+","1935.7","0","339.5",",0","37.4",",,,0","","","79",",,,W","64",",,,W","92",",,,W","","","6.63",",0","9.79",",,,0","3.47",",,,0","","","","","210",",X","220",",X","","","","","","","17.4",",X","23.7",",X","","","",""
"USW00024233","2008-03","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","1.70",",,,W","1022.1",",,,W","1005.2",",,,W","4.12",",,,W","3.5",",W","0.0","0","0.0",",0","19",",0","11",",0","0",",0","","","","","0",",0","2",",0","0",",0","0",",0","0",",0","22","","3","","20080305",",,0","","","","","2","","20080323",",,0","20080310",",,0","-0.6",",0,05,","","","","","16.3",",,0,23,","15.6",",0,10,","2306.3","0","370.6",",0","92.9",",,,0","","","75",",,,W","57",",,,W","90",",,,W","","","6.38",",0","9.97",",,,0","2.79",",,,0","","","","","240",",X","240",",X","","","","","","","14.3",",X","19.2",",X","","","",""
"USW00024233","2008-04","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","2.32",",,,W","1020.3",",,,W","1003.6",",,,W","5.30",",,,W","3.5",",W","0.0","0","0.0",",0","19",",0","8",",0","0",",0","","","","","0",",0","1",",0","0",",0","1",",0","0",",0","17","","1","","20080401",",,0","","","","","1","","20080428",",,0","20080412",",,0","0.0",",0,01,","","","","","8.6",",,0,28,","26.1",",0,12,","2606.3","0","300.0",",0","48.4",",,,0","","","70",",,,W","48",",,,W","87",",,,W","","","8.33",",0","12.84",",,,0","3.83",",,,0","","","","","260",",X","260",",X","","","","","","","12.5",",X","16.5",",X","","","",""
"USW00024233","2008-05","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","7.25",",,,W","1019.0","1,,,W","1002.5","1,,,W","10.04",",,,W","3.1",",W","7.0","0","7.0",",0","12",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","6",",0","1",",0","12","","2","","20080501",",,0","","","","","","","20080520",",,0","20080517",",,0","3.9",",0,01,","","","","","4.8",",,0,20,","32.2",",0,17,","2766.0","0","159.7",",0","22.6",",,,0","","","69",",,,W","52",",,,W","87",",,,W","","","13.40",",0","17.75",",,,0","9.06",",,,0","","","","","200",",X","190",",X","","","","","","","11.2",",X","15.6",",X","","","",""
"USW00024233","2008-06","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","7.62",",,,W","1019.9",",,,W","1003.4",",,,W","10.78",",,,W","3.3",",W","25.6","0","18.6",",0","7",",0","5",",0","0",",0","","","","","0",",0","0",",0","0",",0","11",",0","2",",0","8","","","","20080610","+,,0","","","","","1","","20080603",",,0","20080629",",,0","6.7",",0,10,+","","","","","14.7",",,0,03,","33.3",",0,29,","2895.5","0","129.5",",0","41.7",",,,0","","","67",",,,W","49",",,,W","84",",,,W","","","14.64",",0","19.32",",,,0","9.96",",,,0","","","","","230",",X","230",",X","","","","","","","16.1",",X","20.6",",X","","","",""
"USW00024233","2008-07","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","9.53",",,,W","1018.4","1,,,W","1001.9","1,,,W","13.28",",,,W","2.9",",W","49.8","0","24.2",",0","3",",0","3",",0","0",",0","","","","","0",",0","0",",0","0",",0","25",",0","0",",0","8","","1","","20080731","+,,0","","","","","1","","20080703",",,0","20080712",",,0","10.6",",0,31,+","","","","","6.4",",,0,03,","30.6",",0,12,","25.6","0","25.6",",0","12.2",",,,0","","","62",",,,W","40",",,,W","83",",,,W","","","18.29",",0","23.83",",,,0","12.74",",,,0","","","","","20",",X","200",",X","","","","","","","9.4",",X","11.2",",X","","","",""
"USW00024233","2008-08","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","11.70",",,,W","1015.3",",,,W","999.0",",,,W","14.52",",,,W","3.3",",W","95.9","0","46.1",",0","10",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","21",",0","3",",0","10","","","","20080831",",,0","","","","","2","","20080824",",,0","20080816","+,,0","10.6",",0,31,","","","","","22.4",",,0,24,","32.2",",0,16,+","56.4","0","30.8",",0","73.1",",,,0","","","67",",,,W","48",",,,W","85",",,,W","","","18.83",",0","23.67",",,,0","13.98",",,,0","","","","","40",",X","50",",X","","","","","","","10.7",",X","13.0",",X","","","",""
"USW00024233","2008-09","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","9.85",",,,W","1018.9","1,,,W","1002.3","1,,,W","12.51",",,,W","2.5",",W","99.5","0","3.6",",0","5",",0","2",",0","0",",0","","","","","0",",0","0",",0","0",",0","17",",0","0",",0","15","","1","","20080923",",,0","","","","","","","20080920",",,0","20080916",",,0","6.1",",0,23,","","","","","13.7",",,0,20,","26.7",",0,16,","126.8","0","70.4",",0","19.8",",,,0","","","69",",,,W","49",",,,W","89",",,,W","","","16.11",",0","20.99",",,,0","11.22",",,,0","","","","","20",",X","320",",X","","","","","","","8.9",",X","12.5",",X","","","",""
"USW00024233","2008-10","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","6.63",",,,W","1021.9",",,,W","1005.2",",,,W","8.76",",,,W","2.9",",W","99.5","0","0.0",",0","14",",0","6",",0","0",",0","","","","","0",",0","0",",0","0",",0","1",",0","0",",0","14","","3","","20081011",",,0","","","","","","","20081003",",,0","20081001",",,0","2.8",",0,11,","","","","","14.5",",,0,03,","23.3",",0,01,","356.9","0","230.1",",0","55.3",",,,0","","","77",",,,W","60",",,,W","90",",,,W","","","10.91",",0","14.53",",,,0","7.29",",,,0","","","","","200",",X","100","2,X","","","","","","","12.5",",X","17.4","2,X","","","",""
"USW00024233","2008-11","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","5.88",",,,W","1019.2",",,,W","1002.5",",,,W","7.78",",,,W","3.5",",W","99.5","0","0.0",",0","20",",0","11",",0","1",",0","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","24","","4","","20081127",",,0","","","","","","","20081106",",,0","20081101",",,0","1.1",",0,27,","","","","","54.6",",,0,06,","18.3",",0,01,","620.9","0","264.0",",0","165.7",",,,0","","","80",",,,W","64",",,,W","92",",,,W","","","9.53",",0","12.51",",,,0","6.56",",,,0","","","","","220",",X","210",",X","","","","","","","11.6",",X","16.1",",X","","","",""
"USW00024233","2008-12","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","-0.35",",,,W","1016.6",",,,W","999.8",",,,W","1.63",",,,W","4.1",",W","99.5","0","0.0",",0","21",",0","13",",0","0",",0","14",",0","4",",0","0",",0","13",",0","6",",0","0",",0","0",",0","21","","2","","20081220",",,0","20081222",",,0","20081221","+,,0","","","20081212",",,0","20081201",",,0","-10.0",",0,20,","152",",,0,22,","76",",,0,21,+","18.5",",,0,12,","12.8",",0,01,","1104.9","0","484.0",",0","104.3",",,,0","","","80",",,,W","68",",,,W","90",",,,W","353",",,,0","2.72",",0","4.91",",,,0","0.54",",,,0","","","","","210",",X","210",",X","","","","","","","14.3",",X","20.6",",X","","","",""
"USW00024233","2009-01","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","1.23",",,,W","1025.3",",,,W","1008.2",",,,W","2.80",",,,W","3.3",",W","0.0","0","0.0",",0","14",",0","6",",0","2",",0","1",",0","1",",0","0",",0","15",",0","0",",0","0",",0","0",",0","24","","13","","20090126",",,0","20090105",",,0","20090104",",,0","","","20090107",",,0","20090106",",,0","-3.9",",0,26,","76",",,0,05,","89",",,0,04,","58.2",",,0,07,","11.7",",0,06,","1551.8","0","446.9",",0","137.2",",,,0","","","84",",,,W","72",",,,W","93",",,,W","100",",,,0","3.92",",0","6.49",",,,0","1.34",",,,0","","","","","220",",X","220",",X","","","","","","","13.0",",X","17.9",",X","","","",""
"USW00024233","2009-02","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","0.20",",,,W","1016.5",",,,W","999.7",",,,W","3.14",",,,W","3.1",",W","0.0","0","0.0",",0","11",",0","5",",0","0",",0","1",",0","1",",0","0",",0","9",",0","0",",0","0",",0","0",",0","13","","4","","20090226",",,0","20090226",",,0","20090226",",,0","","","20090224",",,0","20090204",",,0","-3.3",",0,26,","51",",,0,26,","53",",,0,26,","8.6",",,0,24,","17.2",",0,04,","1915.3","0","363.5",",0","38.4",",,,0","","","72",",,,W","55",",,,W","88",",,,W","64",",,,0","5.35",",0","9.17",",,,0","1.53",",,,0","","","","","230",",X","210",",X","","","","","","","10.3",",X","13.9",",X","","","",""
"USW00024233","2009-03","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","0.43",",,,W","1018.2",",,,W","1001.3",",,,W","3.36",",,,W","4.0",",W","0.0","0","0.0",",0","21",",0","12",",0","0",",0","2",",0","1",",0","0",",0","8",",0","0",",0","0",",0","0",",0","20","","1","","20090311",",,0","20090309",",,0","20090309",",,0","1","","20090315",",,0","20090302","+,,0","-3.3",",0,11,","51",",,0,09,","56",",,0,09,","17.5",",,0,15,","13.9",",0,02,+","2316.7","0","401.4",",0","105.7",",,,0","","","73",",,,W","54",",,,W","89",",,,W","77",",,,0","5.38",",0","8.89",",,,0","1.88",",,,0","","","","","210",",X","200",",X","","","","","","","14.3",",X","21.0",",X","","","",""
"USW00024233","2009-04","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","3.00",",,,W","1019.9",",,,W","1003.2",",,,W","6.39",",,,W","3.0",",W","0.0","0","0.0",",0","14",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","12","","","","20090404",",,0","20090430","+,,0","20090413","+,,0","","","20090402",",,0","20090420",",,0","0.6",",0,04,","0",",,0,30,+","0",",T,0,13,+","23.4",",,0,02,","23.3",",0,20,","2580.4","0","263.7",",0","85.5",",,,0","","","67",",,,W","46",",,,W","87",",,,W","0",",T,,0","9.54",",0","14.29",",,,0","4.80",",,,0","","","","","210",",X","210",",X","","","","","","","10.3",",X","14.3",",X","","","",""
"USW00024233","2009-05","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","5.68",",,,W","1018.0",",,,W","1001.4",",,,W","9.47",",,,W","3.5",",W","3.7","0","3.7",",0","12",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","10","","","","20090512",",,0","20090531","+,,0","20090531","+,,0","","","20090506",",,0","20090529",",,0","4.4",",0,12,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,06,","28.3",",0,29,","2734.9","0","154.5",",0","91.6",",,,0","","","64",",,,W","41",",,,W","84",",,,W","0",",,,0","13.47",",0","18.82",",,,0","8.12",",,,0","","","","","200",",X","200","2,X","","","","","","","13.0",",X","17.0","2,X","","","",""
"USW00024233","2009-06","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","8.87",",,,W","1015.7",",,,W","999.3",",,,W","12.82",",,,W","3.3",",W","24.8","0","21.1",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","1",",0","4","","","","20090629",",,0","20090630","+,,0","20090630","+,,0","1","","20090619",",,0","20090604",",,0","9.4",",0,29,","0",",,0,30,+","0",",,0,30,+","2.3",",,0,19,","32.8",",0,04,","2776.6","0","41.7",",0","4.7",",,,0","","","61",",,,W","41",",,,W","82",",,,W","0",",,,0","17.65",",0","22.85",",,,0","12.44",",,,0","","","","","220",",X","230",",X","","","","","","","12.5",",X","16.1",",X","","","",""
"USW00024233","2009-07","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","11.66",",,,W","1017.4",",,,W","1001.1",",,,W","15.36",",,,W","3.2",",W","119.0","0","94.2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","5",",0","5","","","","20090715",",,0","20090731","+,,0","20090731","+,,0","1","","20090712",",,0","20090729",",,0","11.1",",0,15,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,12,","39.4",",0,29,","17.5","0","17.5",",0","1.5",",,,0","","","59",",,,W","39",",,,W","82",",,,W","0",",,,0","20.80",",0","27.20",",,,0","14.41",",,,0","","","","","230",",X","210","1,X","","","","","","","10.3",",X","13.4","1,X","","","",""
"USW00024233","2009-08","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","11.48",",,,W","1017.9",",,,W","1001.4",",,,W","14.38",",,,W","2.7",",W","152.1","0","33.1",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","13","","1","","20090824","+,,0","20090831","+,,0","20090831","+,,0","1","","20090829",",,0","20090801",",,0","11.1",",0,24,+","0",",,0,31,+","0",",,0,31,+","9.1",",,0,29,","32.2",",0,01,","40.6","0","23.1",",0","29.5",",,,0","","","67",",,,W","46",",,,W","88",",,,W","0",",,,0","18.65",",0","23.71",",,,0","13.60",",,,0","","","","","350",",X","330","2,X","","","","","","","9.4",",X","11.6","2,X","","","",""
"USW00024233","2009-09","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","10.50","1,,,W","1017.6",",,,W","1001.2",",,,W","13.09","1,,,W","2.9",",W","166.6","0","14.5",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","6","","1","","20090930",",,0","20090930","+,,0","20090930","+,,0","1","","20090906",",,0","20090922","+,,0","5.6",",0,30,","0",",,0,30,+","0",",,0,30,+","23.6",",,0,06,","30.6",",0,22,+","98.5","0","57.9",",0","44.6",",,,0","","","70",",,,W","48",",,,W","90",",,,W","0",",,,0","16.89",",0","21.98",",,,0","11.79",",,,0","","","","","210",",X","220",",X","","","","","","","10.7",",X","13.9",",X","","","",""
"USW00024233","2009-10","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","5.74",",,,W","1017.3",",,,W","1000.7",",,,W","8.65",",,,W","3.4",",W","166.6","0","0.0",",0","17",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19","","3","","20091027","+,,0","20091031","+,,0","20091031","+,,0","1","","20091017",",,0","20091005",",,0","3.3",",0,27,+","0",",,0,31,+","0",",,0,31,+","31.5",",,0,17,","18.9",",0,05,","318.2","0","219.7",",0","140.7",",,,0","","","73",",,,W","57",",,,W","87",",,,W","0",",,,0","11.25",",0","14.75",",,,0","7.75",",,,0","","","","","220",",X","220",",X","","","","","","","13.4",",X","17.9",",X","","","",""
"USW00024233","2009-11","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","4.78","2,,,W","1016.6",",,,W","999.9",",,,W","6.56","2,,,W","4.3",",W","166.6","0","0.0",",0","22",",0","18",",0","2",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","24","","3","","20091114",",,0","20091130","+,,0","20091113",",,0","1","","20091126",",,0","20091104",",,0","0.0",",0,14,","0",",,0,30,+","0",",T,0,13,","34.0",",,0,26,","17.2",",0,04,","624.7","0","306.5",",0","227.8",",,,0","","","81",",,,W","65",",,,W","95",",,,W","0",",T,,0","8.12",",0","11.09",",,,0","5.14",",,,0","","","","","170",",X","210",",X","","","","","","","14.8",",X","19.2",",X","","","",""
"USW00024233","2009-12","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","-1.71",",,,W","1019.2",",,,W","1002.4",",,,W","1.58",",,,W","3.0",",W","166.6","0","0.0",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","15",",0","3",",0","0",",0","0",",0","19","","6","","20091210",",,0","20091231","+,,0","20091213",",,0","","","20091221",",,0","20091220",",,0","-8.9",",0,10,","0",",,0,31,+","0",",T,0,13,","14.0",",,0,21,","13.9",",0,20,","1091.4","0","466.7",",0","69.8",",,,0","","","72",",,,W","57",",,,W","87",",,,W","0",",T,,0","3.28",",0","6.50",",,,0","0.05",",,,0","","","","","110",",X","120",",X","","","","","","","11.6",",X","16.1",",X","","","",""
"USW00024233","2010-01","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","3.62","2,,,W","1011.2",",,,W","994.7",",,,W","6.30","2,,,W","3.6",",W","0.0","0","0.0",",0","23",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20","","4","","20100127",",,0","20100131","+,,0","20100131","+,,0","","","20100111",",,0","20100119",",,0","1.7",",0,27,","0",",,0,31,+","0",",,0,31,+","27.2",",,0,11,","15.6",",0,19,","1402.0","0","310.6",",0","156.9",",,,0","","","76",",,,W","62",",,,W","91",",,,W","0",",,,0","8.31",",0","10.80",",,,0","5.83",",,,0","","","","","160",",X","160",",X","","","","","","","14.3",",X","19.7",",X","","","",""
"USW00024233","2010-02","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","3.71","2,,,W","1015.1","2,,,W","998.4","2,,,W","6.35","2,,,W","3.2",",W","0.0","0","0.0",",0","19",",0","12",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","16","","2","","20100210",",,0","20100228","+,,0","20100228","+,,0","","","20100226",",,0","20100219","+,,0","-0.6",",0,10,","0",",,0,28,+","0",",,0,28,+","11.2",",,0,26,","15.0",",0,19,+","1685.4","0","283.4",",0","89.6",",,,0","","","75",",,,W","58",",,,W","91",",,,W","0",",,,0","8.21",",0","11.70",",,,0","4.73",",,,0","","","","","220",",X","230",",X","","","","","","","11.6",",X","16.5",",X","","","",""
"USW00024233","2010-03","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","3.17",",,,W","1016.9",",,,W","1000.1",",,,W","5.93",",,,W","3.6",",W","0.0","0","0.0",",0","15",",0","6",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","0",",0","0",",0","13","","","","20100309",",,0","20100331","+,,0","20100308",",,0","","","20100329",",,0","20100324",",,0","-2.2",",0,09,","0",",,0,31,+","0",",T,0,08,","23.4",",,0,29,","20.0",",0,24,","1994.8","0","309.4",",0","95.5",",,,0","","","73",",,,W","52",",,,W","91",",,,W","0",",T,,0","8.35",",0","12.47",",,,0","4.24",",,,0","","","","","200",",X","200","1,X","","","","","","","13.4",",X","17.4","1,X","","","",""
"USW00024233","2010-04","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","3.92",",,,W","1014.4",",,,W","997.8",",,,W","6.83",",,,W","4.0",",W","0.0","0","0.0",",0","19",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","16","","","","20100410",",,0","20100430","+,,0","20100430","+,,0","1","","20100421",",,0","20100418",",,0","1.1",",0,10,","0",",,0,30,+","0",",,0,30,+","22.1",",,0,21,","21.1",",0,18,","2253.3","0","258.5",",0","88.8",",,,0","","","71",",,,W","51",",,,W","90",",,,W","0",",,,0","9.72",",0","13.61",",,,0","5.82",",,,0","","","","","190",",X","180",",X","","","","","","","16.5",",X","21.0",",X","","","",""
"USW00024233","2010-05","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","6.11",",,,W","1017.6",",,,W","1001.0",",,,W","8.81",",,,W","3.4",",W","0.0","0","0.0",",0","21",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","18","","","","20100505","+,,0","20100531","+,,0","20100531","+,,0","","","20100528",",,0","20100514",",,0","4.4",",0,05,+","0",",,0,31,+","0",",,0,31,+","11.4",",,0,28,","22.2",",0,14,","2456.8","0","203.5",",0","71.9",",,,0","","","72",",,,W","52",",,,W","89",",,,W","0",",,,0","11.77",",0","16.03",",,,0","7.51",",,,0","","","","","210",",X","200","1,X","","","","","","","13.4",",X","17.4","1,X","","","",""
"USW00024233","2010-06","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","9.04",",,,W","1019.1","1,,,W","1002.5","1,,,W","11.41",",,,W","2.9",",W","1.1","0","1.1",",0","14",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14","","","","20100603",",,0","20100630","+,,0","20100630","+,,0","1","","20100602",",,0","20100623",",,0","7.8",",0,03,","0",",,0,30,+","0",",,0,30,+","9.4",",,0,02,","25.0",",0,23,","2569.2","0","112.4",",0","63.4",",,,0","","","73",",,,W","54",",,,W","89",",,,W","0",",,,0","14.62",",0","18.69",",,,0","10.56",",,,0","","","","","40",",X","230","1,X","","","","","","","9.4",",X","12.5","1,X","","","",""
"USW00024233","2010-07","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","10.42",",,,W","1018.2",",,,W","1001.7",",,,W","13.51",",,,W","2.9",",W","38.2","0","37.1",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","3",",0","13","","5","","20100713",",,0","20100731","+,,0","20100731","+,,0","","","20100702",",,0","20100708",",,0","10.0",",0,13,","0",",,0,31,+","0",",,0,31,+","4.6",",,0,02,","35.0",",0,08,","44.9","0","44.9",",0","8.0",",,,0","","","66",",,,W","45",",,,W","88",",,,W","0",",,,0","18.08",",0","23.82",",,,0","12.34",",,,0","","","","","10",",X","110","1,X","","","","","","","9.8",",X","13.0","1,X","","","",""
"USW00024233","2010-08","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","10.92",",,,W","1015.9","1,,,W","999.5","1,,,W","13.95",",,,W","3.0",",W","81.5","0","43.3",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","3",",0","13","","3","","20100829",",,0","20100831","+,,0","20100831","+,,0","","","20100831",",,0","20100815",",,0","10.0",",0,29,","0",",,0,31,+","0",",,0,31,+","9.9",",,0,31,","35.6",",0,15,","81.8","0","36.9",",0","16.3",",,,0","","","67",",,,W","45",",,,W","87",",,,W","0",",,,0","18.54",",0","24.01",",,,0","13.07",",,,0","","","","","20",",X","330","5,X","","","","","","","10.3",",X","15.6","5,X","","","",""
"USW00024233","2010-09","47.44467","-122.31442","112.5","SEATTLE TACOMA AIRPORT, WA US","11.75",",,,W","1016.0",",,,W","999.5",",,,W","13.39",",,,W","2.8",",W","85.2","0","3.7",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","19","","3","","20100922",",,0","20100930","+,,0","20100930","+,,0","","","20100917",",,0","20100903",",,0","8.9",",0,22,","0",",,0,30,+","0",",,0,30,+","37.8",",,0,17,","28.9",",0,03,","154.1","0","72.3",",0","121.9",",,,0","","","79",",,,W","61",",,,W","94",",,,W","0",",,,0","16.04",",0","19.62",",,,0","12.46",",,,0","","","","","210",",Z","240","3,X","","","","","","","9.4",",Z","13.0","3,X","","","",""
